Length,Material,Vel_Liv,Vel_Pes,Carriles,Tipo,Nombre,Start,,End,
0.52788,Pavimento,109,79,1,Ruta,RP 11,-57.470969,-35.107167,-57.475718,-35.104445
0.620092,Pavimento,109,79,1,Ruta,RP 11,-57.465431,-35.110412,-57.470969,-35.107167
0.264242,Pavimento,109,79,1,Ruta,RP 11,-57.457072,-35.127415,-57.458952,-35.125602
0.042021,Pavimento,109,79,1,Ruta,RP 11,-57.145064,-35.461078,-57.145255,-35.461423
1.554292,Pavimento,109,79,1,Ruta,RP 11,-57.145255,-35.461423,-57.152953,-35.473909
1.00618,Pavimento,109,79,1,Ruta,RP 11,-57.140982,-35.452668,-57.145064,-35.461078
0.360832,Pavimento,109,79,1,Ruta,RP 11,-57.139322,-35.449713,-57.140982,-35.452668
0.934597,Pavimento,109,79,1,Ruta,RP 11,-57.137889,-35.441564,-57.139322,-35.449713
2.718786,Pavimento,109,79,1,Ruta,RP 11,-57.139923,-35.417387,-57.137889,-35.441564
0.40855,Pavimento,109,79,1,Ruta,RP 11,-57.141789,-35.414056,-57.139923,-35.417387
12.944041,Pavimento,109,79,1,Ruta,RP 39,-61.860512,-30.208672,-61.729307,-30.225963
108.086738,Pavimento,109,79,1,Ruta,RN 34,-61.937627,-29.876038,-62.650769,-29.139035
16.872649,Pavimento,109,79,,Ruta,RN 95,-61.937627,-29.876038,-61.803373,-29.779034
70.7448,Pavimento,109,79,1,Ruta,RN 34,-62.650769,-29.139035,-62.967060,-28.583805
56.151093,Tierra,59,43,,Ruta,RN 95,-61.803373,-29.779034,-61.754283,-29.296958
36.904611,Pavimento,109,79,1,Ruta,RN 34,-61.499512,-31.226624,-61.546850,-30.929725
81.63819,Pavimento,109,79,1,Ruta,RN 34,-61.546850,-30.929725,-61.729307,-30.225963
44.583785,Pavimento,109,79,1,Ruta,RN 34,-61.729307,-30.225963,-61.937627,-29.876038
19.691082,Pavimento,109,79,1,Ruta,RP 4,-61.240555,-30.327536,-61.191509,-30.495338
99.860164,SIN DATO,,,1,Ruta,RP 2,-61.240555,-30.327536,-61.664349,-29.678389
26.155009,Pavimento,109,79,1,Ruta,RP 10,-61.191509,-30.495338,-61.046661,-30.688755
40.050538,Pavimento,109,79,1,Ruta,RP 4,-61.046661,-30.688755,-60.907242,-31.024061
18.635611,Pavimento,109,79,1,Ruta,RP 62,-60.907242,-31.024061,-60.722923,-31.068746
17.474908,Pavimento,109,79,1,Ruta,RP 17,-61.664349,-29.678389,-61.803373,-29.779034
9.303215,Pavimento,109,79,,Ruta,RN 95,-61.754283,-29.296958,-61.743498,-29.220089
31.919088,Pavimento,138,80,1,Autopista,RN 9,-60.381029,-33.285978,-60.628300,-33.087502
8.469054,Pavimento,109,79,1,Ruta,RN A01,-60.700119,-33.089668,-60.790252,-33.092034
9.312902,Pavimento,109,79,1,Ruta,RP 18,-60.700119,-33.089668,-60.677366,-33.007938
3.923645,Pavimento,60,45,1,Avenida,RN 33,-60.752744,-32.989096,-60.716922,-32.970813
0.042677,Pavimento,60,45,1,Avenida,RP 18,-60.677366,-33.007938,-60.677294,-33.007558
1.564953,Pavimento,138,80,,Autopista,RN A00,-60.677366,-33.007938,-60.663027,-33.015092
6.71687,Pavimento,109,79,1,Ruta,RN A01,-60.628300,-33.087502,-60.700119,-33.089668
9.159405,Pavimento,138,80,1,Autopista,RN 9,-60.628300,-33.087502,-60.663027,-33.015092
9.346183,Pavimento,138,80,1,Autopista,RN 1V0,-60.721990,-32.948768,-60.819465,-32.939734
2.51009,Pavimento,138,80,,Autopista,RN A008,-60.721990,-32.948768,-60.716922,-32.970813
9.103701,Pavimento,60,45,1,Avenida,RN 9,-60.723094,-32.931194,-60.819145,-32.920189
1.951992,Pavimento,138,80,,Autopista,RN A00,-60.723094,-32.931194,-60.721990,-32.948768
0.015231,Pavimento,60,45,,Avenida,RN 33,-60.716922,-32.970813,-60.716784,-32.970740
5.659721,Pavimento,138,80,,Autopista,RN A00,-60.716922,-32.970813,-60.677366,-33.007938
5.254462,Pavimento,60,45,1,Avenida,RN 33,-60.716784,-32.970740,-60.664798,-32.955419
106.646273,Pavimento,109,79,,Ruta,RP 85,-60.336236,-38.400925,-61.386658,-38.027531
93.764894,Pavimento,109,79,1,Ruta,RN 3,-60.336236,-38.400925,-61.262607,-38.739541
6.882382,Pavimento,109,79,1,Ruta,RN 3,-60.281424,-38.356399,-60.336236,-38.400925
139.190714,Pavimento,109,79,,Ruta,RN 228,-58.756130,-38.523829,-60.281424,-38.356399
4.254545,Pavimento,60,45,1,Avenida,RP 86,-58.756130,-38.523829,-58.727257,-38.553410
3.317638,Pavimento,60,45,1,Avenida,RP 86,-58.727257,-38.553410,-58.715084,-38.579926
0.015687,Pavimento,109,79,1,Ruta,RP 67,-62.418793,-37.588726,-62.418620,-37.588694
15.78041,Pavimento,109,79,1,Ruta,RN 33,-62.420521,-37.178874,-62.384953,-37.040333
15.09523,SIN DATO,,,1,Ruta,RP 60,-62.420521,-37.178874,-62.256767,-37.150169
0.953344,Pavimento,109,79,,Ruta,RN 33,-62.384953,-37.040333,-62.382263,-37.032175
21.566256,Pavimento,109,79,1,Ruta,RN 33,-62.382263,-37.032175,-62.444094,-36.871299
86.609072,Pavimento,109,79,1,Ruta,RP 65,-62.382263,-37.032175,-61.751464,-36.565385
99.862364,SIN DATO,,,,Ruta,RP 85,-62.444094,-36.871299,-63.272854,-36.361342
100.827581,Pavimento,109,79,1,Ruta,RN 33,-62.444094,-36.871299,-62.748582,-36.014040
16.727937,Pavimento,109,79,,Ruta,RP 85,-62.256767,-37.150169,-62.384953,-37.040333
121.320781,Pavimento,109,79,1,Ruta,RP 86,-61.751464,-36.565385,-60.985348,-37.379704
5.361877,Pavimento,109,79,1,Ruta,RP 65,-61.751464,-36.565385,-61.708391,-36.531816
16.568492,Pavimento,109,79,1,Ruta,RN 5,-63.272854,-36.361342,-63.437980,-36.419144
71.81255,Pavimento,109,79,1,Ruta,RN 33,-62.748582,-36.014040,-62.999284,-35.438312
61.597855,Pavimento,109,79,1,Ruta,RN 5,-62.748582,-36.014040,-63.272854,-36.361342
4.948315,Pavimento,109,79,1,Ruta,RN 226,-61.866256,-35.878112,-61.905625,-35.847329
76.602707,Pavimento,109,79,1,Ruta,RP 86,-61.866256,-35.878112,-61.708391,-36.531816
61.952085,Pavimento,109,79,1,Ruta,RP 65,-61.708391,-36.531816,-61.159302,-36.218571
3.689453,Pavimento,112,80,2,AutovIa,RP 2,-58.113525,-35.009438,-58.092491,-35.035374
20.985017,Pavimento,60,45,2,Avenida,RP 13,-58.113525,-35.009438,-57.956857,-34.889419
60.100217,Pavimento,112,80,2,AutovIa,RP 2,-58.092491,-35.035374,-57.984631,-35.547707
20.928182,Pavimento,138,80,2,Autopista,RP 2,-58.189329,-34.840416,-58.113525,-35.009438
1.849992,Pavimento,60,45,1,Avenida,RP 11,-57.926593,-34.907435,-57.941676,-34.896369
1.009285,Pavimento,109,79,1,Ruta,RP 11,-57.947953,-34.894791,-57.956857,-34.889419
0.610591,Pavimento,109,79,1,Ruta,RP 11,-57.947953,-34.894791,-57.941676,-34.896369
7.952743,Pavimento,138,80,,Autopista,RN A00,-58.154728,-34.780691,-58.189329,-34.840416
22.466819,Pavimento,138,80,,Autopista,RN 1,-58.154728,-34.780691,-57.956857,-34.889419
0.823916,Pavimento,109,79,1,Ruta,RP 11,-57.919944,-34.912443,-57.926593,-34.907435
1.267061,Pavimento,109,79,1,Ruta,RP 11,-57.909542,-34.919991,-57.919944,-34.912443
1.862292,Pavimento,109,79,1,Ruta,RP 11,-57.894955,-34.930831,-57.909542,-34.919991
6.349758,Pavimento,109,79,1,Ruta,RP 11,-57.832061,-34.952362,-57.894955,-34.930831
3.809642,Pavimento,109,79,1,Ruta,RP 11,-57.793859,-34.963568,-57.832061,-34.952362
0.09121,Pavimento,109,79,1,Ruta,RP 11,-57.697995,-35.005677,-57.698617,-35.005038
0.50781,Pavimento,109,79,1,Ruta,RP 11,-57.698617,-35.005038,-57.701882,-35.001332
0.296561,Pavimento,109,79,1,Ruta,RP 11,-57.695555,-35.007442,-57.697995,-35.005677
2.120654,Pavimento,109,79,1,Ruta,RP 11,-57.701882,-35.001332,-57.717979,-34.987812
0.450368,Pavimento,109,79,1,Ruta,RP 11,-57.691849,-35.010122,-57.695555,-35.007442
0.170101,Pavimento,109,79,1,Ruta,RP 11,-57.690449,-35.011134,-57.691849,-35.010122
0.119114,Pavimento,109,79,1,Ruta,RP 11,-57.689469,-35.011843,-57.690449,-35.011134
0.114732,Pavimento,109,79,1,Ruta,RP 11,-57.689469,-35.011843,-57.688523,-35.012524
0.57788,Pavimento,109,79,1,Ruta,RP 11,-57.688523,-35.012524,-57.683757,-35.015953
0.337834,Pavimento,109,79,1,Ruta,RP 11,-57.683757,-35.015953,-57.680970,-35.017957
0.133977,Pavimento,109,79,1,Ruta,RP 11,-57.680970,-35.017957,-57.679865,-35.018752
1.01372,Pavimento,109,79,1,Ruta,RP 11,-57.679865,-35.018752,-57.671850,-35.025078
1.691835,Pavimento,109,79,1,Ruta,RP 11,-57.776060,-34.959860,-57.793859,-34.963568
0.613451,Pavimento,109,79,1,Ruta,RP 11,-57.769718,-34.958487,-57.776060,-34.959860
4.764685,Pavimento,109,79,1,Ruta,RP 11,-57.717979,-34.987812,-57.758762,-34.966015
1.307765,Pavimento,109,79,1,Ruta,RP 11,-57.758762,-34.966015,-57.769718,-34.958487
7.325508,Pavimento,109,79,1,Ruta,RP 24,-58.665405,-34.474026,-58.731335,-34.508724
1.109494,Pavimento,138,80,,Autopista,RN 9,-58.665405,-34.474026,-58.677000,-34.471246
22.347616,Pavimento,138,80,,Autopista,RN BUE,-58.722405,-34.628256,-58.585479,-34.487556
6.06072,Pavimento,109,79,1,Ruta,RN 7,-58.722405,-34.628256,-58.787237,-34.635318
7.517074,Pavimento,138,80,,Autopista,RN 9,-58.585479,-34.487556,-58.665405,-34.474026
42.341344,Pavimento,60,45,,Avenida,RN 3,-58.560682,-34.685777,-58.748041,-35.019260
5.921612,Pavimento,109,79,2,Ruta,RP 4,-58.560682,-34.685777,-58.512958,-34.721766
0.806697,Pavimento,109,79,,Ruta,RN 3,-58.748041,-35.019260,-58.745388,-35.025714
22.790686,Pavimento,112,80,2,AutovIa,RP 6,-58.748041,-35.019260,-58.887578,-34.858828
8.545118,Pavimento,138,80,,Autopista,RN 7,-58.629850,-34.632300,-58.722405,-34.628256
9.831051,Pavimento,109,79,2,Ruta,RP 4,-58.629850,-34.632300,-58.560682,-34.685777
7.044524,Pavimento,138,80,,Autopista,RN A00,-58.512958,-34.721766,-58.524945,-34.784015
16.615551,Pavimento,109,79,2,Ruta,RP 4,-58.512958,-34.721766,-58.402194,-34.837465
36.057728,Pavimento,138,80,,Autopista,RN 205,-58.524945,-34.784015,-58.742803,-35.022213
9.289032,Pavimento,138,80,,Autopista,RN 7,-58.529938,-34.634594,-58.629850,-34.632300
0.445179,Pavimento,138,80,,Autopista,RN A00,-58.529938,-34.634594,-58.529664,-34.638600
7.092618,Pavimento,138,80,,Autopista,RN A00,-58.529664,-34.638600,-58.485278,-34.686908
4.630052,Pavimento,138,80,,Autopista,RN A00,-58.485278,-34.686908,-58.512958,-34.721766
2.994869,Pavimento,138,80,,Autopista,RN A00,-58.485278,-34.686908,-58.461461,-34.704785
0.018124,Pavimento,138,80,,Autopista,RN A00,-58.485238,-34.686748,-58.485278,-34.686908
2.728917,Pavimento,138,80,,Autopista,RN PER,-58.500061,-34.636490,-58.529664,-34.638600
1.398033,Pavimento,138,80,,Autopista,VE SD,-58.500061,-34.636490,-58.484963,-34.634911
1.159596,Pavimento,138,80,,Autopista,RN 3,-58.484963,-34.634911,-58.490525,-34.642019
11.022164,Pavimento,60,45,,Avenida,VE SD,-58.484963,-34.634911,-58.371193,-34.609280
4.544993,Pavimento,138,80,,Autopista,RN AU,-58.465122,-34.649410,-58.485238,-34.686748
8.735696,Pavimento,138,80,,Autopista,RN BS,-58.465122,-34.649410,-58.380582,-34.622623
2.529433,Pavimento,138,80,,Autopista,RN AU,-58.490525,-34.642019,-58.465122,-34.649410
22.633802,Pavimento,109,79,1,Ruta,RP 210,-58.346573,-35.026119,-58.402194,-34.837465
40.336246,Pavimento,112,80,2,AutovIa,RP 6,-58.346573,-35.026119,-58.742803,-35.022213
19.352162,Pavimento,109,79,1,Ruta,RP 210,-58.240459,-35.173645,-58.346573,-35.026119
0.981771,Pavimento,109,79,1,Ruta,RP 215,-58.240459,-35.173645,-58.230343,-35.170593
22.414877,Pavimento,112,80,2,AutovIa,RP 6,-58.108994,-35.050705,-58.346573,-35.026119
2.271589,Pavimento,60,45,2,Avenida,RP 215,-58.108994,-35.050705,-58.092491,-35.035374
5.993145,Pavimento,60,45,,Avenida,VE SD,-58.407749,-34.786686,-58.402194,-34.837465
14.817271,Pavimento,60,45,,Avenida,RN 205,-58.407749,-34.786686,-58.371737,-34.657884
6.734004,Pavimento,60,45,,Avenida,RP A00,-58.416077,-34.658096,-58.461461,-34.704785
1.524642,Pavimento,60,45,,Avenida,VE SD,-58.371193,-34.609280,-58.369780,-34.622974
12.654358,Pavimento,138,80,,Autopista,VE SD,-58.371193,-34.609280,-58.466603,-34.535018
0.993245,Pavimento,109,79,,Ruta,RN BS,-58.380582,-34.622623,-58.369780,-34.622974
4.026781,Pavimento,138,80,,Autopista,AU 1,-58.371737,-34.657884,-58.380582,-34.622623
27.8977,Pavimento,138,80,,Autopista,RN 1,-58.369780,-34.622974,-58.154728,-34.780691
60.816399,Pavimento,112,80,2,AutovIa,RP 2,-57.984631,-35.547707,-57.819698,-36.073788
17.546652,Pavimento,109,79,1,Ruta,RP 215,-58.230343,-35.170593,-58.108994,-35.050705
122.094138,Pavimento,112,80,1,AutovIa,RP 11,-56.884094,-37.105888,-57.552647,-37.995121
25.738519,Pavimento,109,79,1,Ruta,RP 74,-57.127399,-37.016426,-56.884094,-37.105888
62.887693,Pavimento,112,80,1,AutovIa en construccion,RP 56,-57.305256,-36.502251,-57.127399,-37.016426
143.802146,Pavimento,112,80,1,AutovIa,RP 11,-57.305256,-36.502251,-56.884094,-37.105888
24.088335,Pavimento,112,80,1,AutovIa en construccion,RP 11,-57.381199,-36.302456,-57.305256,-36.502251
10.461879,Pavimento,109,79,1,Ruta,RP 11,-57.381199,-36.302456,-57.406322,-36.210434
1.514899,Pavimento,109,79,1,Ruta,RP 11,-57.406322,-36.210434,-57.408554,-36.197102
8.755829,Pavimento,109,79,1,Ruta,RP 11,-57.408554,-36.197102,-57.428566,-36.120022
9.289551,Pavimento,109,79,1,Ruta,RP 11,-57.428566,-36.120022,-57.446632,-36.037624
7.316419,Pavimento,109,79,1,Ruta,RP 11,-57.446632,-36.037624,-57.449760,-35.971973
2.718408,Pavimento,109,79,1,Ruta,RP 11,-57.449543,-35.947700,-57.449760,-35.971973
5.528273,Pavimento,109,79,1,Ruta,RP 11,-57.439251,-35.898849,-57.449543,-35.947700
9.184427,Pavimento,109,79,1,Ruta,RP 11,-57.415700,-35.818584,-57.439251,-35.898849
3.580665,Pavimento,109,79,1,Ruta,RP 11,-57.402127,-35.788270,-57.415700,-35.818584
1.053694,Pavimento,109,79,1,Ruta,RP 11,-57.397610,-35.779527,-57.402127,-35.788270
3.793773,Pavimento,109,79,1,Ruta,RP 11,-57.381320,-35.748218,-57.397610,-35.779527
0.540994,Pavimento,109,79,1,Ruta,RP 11,-57.379642,-35.743538,-57.381320,-35.748218
0.15521,Pavimento,109,79,1,Ruta,RP 11,-57.379135,-35.742202,-57.379642,-35.743538
1.474526,Pavimento,109,79,1,Ruta,RP 11,-57.369610,-35.731458,-57.379135,-35.742202
0.504362,Pavimento,109,79,1,Ruta,RP 11,-57.367466,-35.727266,-57.369610,-35.731458
3.213888,Pavimento,109,79,1,Ruta,RP 11,-57.352409,-35.701168,-57.367466,-35.727266
3.413419,Pavimento,109,79,1,Ruta,RP 11,-57.336052,-35.673513,-57.352409,-35.701168
0.912436,Pavimento,109,79,1,Ruta,RP 11,-57.330523,-35.666667,-57.336052,-35.673513
59.29497,Pavimento,109,79,1,Ruta,RP 215,-58.780670,-35.438438,-58.240459,-35.173645
5.987493,Pavimento,109,79,1,Ruta,RP 41,-58.780670,-35.438438,-58.811455,-35.391727
0.579531,Pavimento,112,80,2,AutovIa,RP 6,-58.742803,-35.022213,-58.748041,-35.019260
0.470145,Pavimento,138,80,,Autopista,RN 205,-58.742803,-35.022213,-58.745388,-35.025714
13.254016,Pavimento,109,79,1,Ruta,RN 3,-59.804943,-36.757481,-59.897695,-36.848323
71.800875,Pavimento,109,79,1,Ruta,RP 60,-59.804943,-36.757481,-59.043335,-36.802132
16.550008,Pavimento,109,79,1,Ruta,RP 74,-59.183525,-37.422817,-59.017115,-37.361067
80.185426,Pavimento,109,79,1,Ruta,RN 226,-59.201850,-37.289478,-59.897695,-36.848323
21.999153,Pavimento,109,79,1,Ruta,RP 30,-59.201850,-37.289478,-59.183525,-37.422817
7.097807,Pavimento,109,79,1,Ruta,RP 30,-59.043335,-36.802132,-58.985825,-36.846321
2.049503,Pavimento,109,79,,Ruta,RN 226,-59.178745,-37.289429,-59.201850,-37.289478
17.058687,Pavimento,60,45,1,Avenida,RN 226,-59.017115,-37.361067,-59.178745,-37.289429
50.051807,Pavimento,109,79,1,Ruta,RP 74,-59.017115,-37.361067,-58.496078,-37.227047
56.388063,Pavimento,109,79,1,Ruta,RP 30,-58.985825,-36.846321,-59.178745,-37.289429
101.323898,Pavimento,109,79,1,Ruta,RN 3,-59.103703,-36.061798,-59.804943,-36.757481
87.866327,Pavimento,109,79,1,Ruta,RP 30,-59.103703,-36.061798,-59.043335,-36.802132
19.124274,Pavimento,109,79,,Ruta,RP 61,-59.332806,-35.939468,-59.151614,-36.025510
92.017186,Pavimento,109,79,1,Ruta,RP 30,-59.151614,-36.025510,-59.378507,-35.380661
5.903656,Pavimento,109,79,1,Ruta,RP 30,-59.151614,-36.025510,-59.103703,-36.061798
81.904963,Pavimento,109,79,1,Ruta,RN 3,-58.816945,-35.436956,-59.103703,-36.061798
3.538606,Pavimento,60,45,1,Avenida,RP 215,-58.816945,-35.436956,-58.780670,-35.438438
6.689717,Pavimento,109,79,1,Ruta,RP 46,-60.497288,-35.087837,-60.440655,-35.126155
50.856539,Pavimento,109,79,1,Ruta,RP 46,-60.440567,-35.126217,-60.081646,-35.457867
22.210217,Pavimento,109,79,1,Ruta,RN 5,-63.437980,-36.419144,-63.664611,-36.493902
10.178026,SIN DATO,,,1,Ruta,RP 1,-63.447037,-36.266792,-63.439350,-36.357127
4.253171,SIN DATO,,,1,Ruta,RP 1,-63.439350,-36.357127,-63.438129,-36.395092
5.518062,SIN DATO,,,1,Ruta,RP 1,-63.471558,-36.222099,-63.447037,-36.266792
5.638615,SIN DATO,,,1,Ruta,RP 333,-63.498302,-36.176147,-63.471558,-36.222099
17.844945,Pavimento,109,79,,Ruta,RP 102,-63.942463,-35.775242,-63.780228,-35.688061
1.517496,SIN DATO,,,,Avenida,RP 102,-63.780228,-35.688061,-63.767873,-35.678817
5.416321,Pavimento,109,79,1,Ruta,RP 1,-63.780228,-35.688061,-63.744034,-35.724491
3.254386,Pavimento,109,79,1,Ruta,RP 1,-63.713085,-35.787506,-63.699818,-35.814751
11.204824,Pavimento,109,79,1,Ruta,RP 1,-63.699818,-35.814751,-63.646225,-35.905403
0.830461,Pavimento,109,79,1,Ruta,RP 1,-63.716667,-35.780617,-63.713085,-35.787506
0.668723,Pavimento,109,79,1,Ruta,RP 1,-63.720913,-35.772831,-63.717960,-35.778343
0.278079,Pavimento,109,79,1,Ruta,RP 1,-63.717960,-35.778343,-63.716667,-35.780617
5.760892,Pavimento,109,79,1,Ruta,RP 1,-63.744034,-35.724491,-63.720913,-35.772831
2.039334,Pavimento,109,79,1,Ruta,RP 1,-63.586884,-36.061008,-63.576874,-36.077488
2.752838,Pavimento,109,79,1,Ruta,RP 1,-63.576874,-36.077488,-63.552307,-36.086430
7.694987,Pavimento,109,79,1,Ruta,RP 1,-63.607944,-35.995586,-63.586884,-36.061008
10.1715,Pavimento,109,79,1,Ruta,RP 1,-63.643551,-35.910358,-63.607944,-35.995586
7.451134,Pavimento,109,79,1,Ruta,RP 1,-63.552307,-36.086430,-63.524487,-36.145153
3.204399,Pavimento,109,79,1,Ruta,RP 1,-63.524487,-36.145153,-63.508720,-36.167953
0.876955,Pavimento,109,79,1,Ruta,RP 1,-63.508720,-36.167953,-63.500908,-36.171574
0.559017,SIN DATO,,,1,Ruta,RP 1,-63.500908,-36.171574,-63.498302,-36.176147
0.600447,Pavimento,109,79,1,Ruta,RP 1,-63.646225,-35.905403,-63.643551,-35.910358
2.674954,SIN DATO,,,1,Ruta,RP 307,-63.438129,-36.395092,-63.437980,-36.419144
69.269839,Pavimento,109,79,1,Ruta,RP 41,-59.098106,-35.206558,-59.400516,-34.664774
32.669896,Pavimento,109,79,1,Ruta,RN 205,-59.098106,-35.206558,-59.378507,-35.380661
5.764954,Pavimento,109,79,1,Ruta,RN 3,-58.811455,-35.391727,-58.816945,-35.436956
33.489551,Pavimento,109,79,1,Ruta,RP 41,-58.811455,-35.391727,-59.098106,-35.206558
42.21323,Pavimento,112,80,1,AutovIa,RN 3,-58.745388,-35.025714,-58.811455,-35.391727
39.207952,Pavimento,109,79,1,Ruta,RN 205,-58.745388,-35.025714,-59.098106,-35.206558
9.353742,Pavimento,109,79,1,Ruta,RP 40,-58.887578,-34.858828,-58.835915,-34.786629
36.347153,Pavimento,112,80,2,AutovIa,RP 6,-58.887578,-34.858828,-59.037772,-34.573528
2.972742,Pavimento,109,79,1,Ruta,RP 40,-58.835915,-34.786629,-58.820301,-34.763149
13.341443,Pavimento,109,79,1,Ruta,RP 40,-58.820301,-34.763149,-58.736504,-34.666862
11.468098,Pavimento,109,79,1,Ruta,RN 7,-58.787237,-34.635318,-58.905052,-34.601449
1.425095,Pavimento,109,79,2,Ruta,RP 25,-58.788349,-34.648125,-58.787237,-34.635318
0.840743,Pavimento,109,79,2,Ruta,RP 7,-58.788349,-34.648125,-58.779953,-34.651173
2.067916,Pavimento,109,79,2,Ruta,RP 7,-58.779953,-34.651173,-58.758778,-34.657600
2.434908,Pavimento,109,79,2,Ruta,RP 7,-58.758778,-34.657600,-58.736504,-34.666862
38.570923,Pavimento,109,79,1,Ruta,RN 7,-59.460648,-34.451385,-59.856808,-34.415885
22.614009,Pavimento,109,79,1,Ruta,RP 41,-59.460648,-34.451385,-59.447889,-34.262458
63.550541,Pavimento,109,79,1,Ruta,RN 8,-59.447889,-34.262458,-60.076877,-34.063474
48.165952,Pavimento,109,79,1,Ruta,RP 41,-59.447889,-34.262458,-59.542664,-33.854828
20.135908,Pavimento,138,80,1,Autopista,RN 9,-59.542664,-33.854828,-59.722187,-33.762360
11.192515,Pavimento,138,80,,Autopista,RN 9,-58.493081,-34.546624,-58.585479,-34.487556
10.667355,Pavimento,138,80,,Autopista,RN A00,-58.493081,-34.546624,-58.529938,-34.634594
2.751373,Pavimento,138,80,,Autopista,RN A00,-58.466603,-34.535018,-58.493081,-34.546624
2.837026,Pavimento,109,79,1,Ruta,RP 11,-57.439244,-35.155314,-57.450562,-35.133281
0.881957,Pavimento,109,79,1,Ruta,RP 11,-57.450562,-35.133281,-57.457072,-35.127415
0.492486,Pavimento,109,79,1,Ruta,RP 11,-57.436839,-35.163516,-57.438120,-35.159207
0.443898,Pavimento,109,79,1,Ruta,RP 11,-57.438120,-35.159207,-57.439244,-35.155314
3.444636,Pavimento,109,79,1,Ruta,RP 11,-57.411276,-35.141981,-57.436839,-35.163516
4.087145,Pavimento,109,79,1,Ruta,RP 11,-57.307716,-35.634979,-57.330523,-35.666667
1.343799,Pavimento,109,79,1,Ruta,RP 11,-57.307716,-35.634979,-57.298418,-35.625646
1.943063,Pavimento,109,79,1,Ruta,RP 11,-57.298418,-35.625646,-57.285793,-35.611489
1.265333,Pavimento,109,79,1,Ruta,RP 11,-57.285793,-35.611489,-57.277473,-35.602332
1.514043,Pavimento,109,79,1,Ruta,RP 11,-57.277473,-35.602332,-57.266388,-35.592129
1.53769,Pavimento,109,79,1,Ruta,RP 11,-57.255165,-35.581835,-57.266388,-35.592129
1.009783,Pavimento,109,79,1,Ruta,RP 11,-57.250094,-35.573989,-57.255165,-35.581835
0.101016,Pavimento,109,79,1,Ruta,RP 11,-57.249236,-35.573408,-57.250094,-35.573989
2.985217,Pavimento,109,79,1,Ruta,RP 11,-57.226028,-35.556320,-57.249236,-35.573408
5.875642,Pavimento,109,79,1,Ruta,RP 11,-57.191635,-35.513714,-57.226028,-35.556320
2.002402,Pavimento,109,79,1,Ruta,RP 11,-57.177410,-35.500016,-57.191635,-35.513714
2.902015,Pavimento,109,79,1,Ruta,RP 11,-57.157084,-35.479867,-57.177410,-35.500016
0.760834,Pavimento,109,79,1,Ruta,RP 11,-57.152953,-35.473909,-57.157084,-35.479867
2.91047,Pavimento,109,79,1,Ruta,RP 11,-57.155688,-35.390736,-57.141789,-35.414056
1.82759,Pavimento,109,79,1,Ruta,RP 11,-57.392408,-35.137001,-57.411276,-35.141981
1.78141,Pavimento,109,79,1,Ruta,RP 11,-57.377424,-35.147279,-57.392408,-35.137001
1.623517,Pavimento,109,79,1,Ruta,RP 11,-57.355903,-35.166667,-57.367271,-35.155539
1.00442,Pavimento,109,79,1,Ruta,RP 11,-57.367271,-35.155539,-57.375103,-35.149203
0.404667,Pavimento,109,79,1,Ruta,RP 11,-57.353583,-35.169776,-57.355903,-35.166667
0.963271,Pavimento,109,79,1,Ruta,RP 11,-57.347391,-35.176785,-57.353583,-35.169776
0.300613,Pavimento,109,79,1,Ruta,RP 11,-57.375103,-35.149203,-57.377424,-35.147279
1.424755,Pavimento,109,79,1,Ruta,RP 11,-57.306108,-35.214879,-57.317065,-35.205751
0.059702,Pavimento,109,79,1,Ruta,RP 11,-57.317065,-35.205751,-57.317549,-35.205388
1.513168,Pavimento,109,79,1,Ruta,RP 11,-57.317549,-35.205388,-57.329024,-35.195656
0.893402,Pavimento,109,79,1,Ruta,RP 11,-57.329024,-35.195656,-57.334535,-35.189063
0.412554,Pavimento,109,79,1,Ruta,RP 11,-57.280801,-35.244966,-57.283730,-35.242137
0.146807,Pavimento,109,79,1,Ruta,RP 11,-57.283730,-35.242137,-57.284004,-35.240836
1.921708,Pavimento,109,79,1,Ruta,RP 11,-57.284400,-35.238302,-57.295272,-35.223887
0.308102,Pavimento,109,79,1,Ruta,RP 11,-57.295272,-35.223887,-57.297559,-35.221840
0.145794,Pavimento,109,79,1,Ruta,RP 11,-57.284004,-35.240836,-57.284175,-35.239530
0.137771,Pavimento,109,79,1,Ruta,RP 11,-57.284175,-35.239530,-57.284400,-35.238302
1.097194,Pavimento,109,79,1,Ruta,RP 11,-57.297559,-35.221840,-57.306108,-35.214879
1.823276,Pavimento,109,79,1,Ruta,RP 11,-57.334535,-35.189063,-57.347391,-35.176785
0.123408,Pavimento,109,79,1,Ruta,RP 11,-57.261646,-35.263038,-57.262542,-35.262203
0.039574,Pavimento,109,79,1,Ruta,RP 11,-57.262542,-35.262203,-57.262829,-35.261935
0.211994,Pavimento,109,79,1,Ruta,RP 11,-57.257452,-35.267510,-57.258714,-35.265904
0.211533,Pavimento,109,79,1,Ruta,RP 11,-57.258714,-35.265904,-57.260157,-35.264416
0.208146,Pavimento,109,79,1,Ruta,RP 11,-57.256230,-35.269096,-57.257452,-35.267510
0.431566,Pavimento,109,79,1,Ruta,RP 11,-57.252711,-35.271556,-57.256230,-35.269096
7.626638,Pavimento,109,79,1,Ruta,RP 11,-57.252711,-35.271556,-57.202484,-35.324554
