LENGTH,DATA,RUTA,JURISDIC,ETIQUETA_R,PROVINCIA,MATERIAL,PEAJE,CARRILES,JERARQUIA,TOPOGRAFIA,VEL_LIV,VEL_PES
1.62,"1347","2",RP,RP 2,SAN LUIS,SIN DATO,"0","1",Ruta,O,,
8.64,"11","10",RP,RP 10,SAN LUIS,Pavimento,"0",,AutovIa,L,"112","80"
10.83,"1139","2",RP,RP 2,SAN LUIS,SIN DATO,"0","1",Ruta,O,,
3.69,"1140","2",RP,RP 2,SAN LUIS,SIN DATO,"0","1",Ruta,O,,
5.19,"1346","2",RP,RP 2,SAN LUIS,SIN DATO,"0","1",Ruta,O,,
7.30,"1147","2",RP,RP 2,SAN LUIS,SIN DATO,"0","1",Ruta,O,,
2.87,"1345","2",RP,RP 2,SAN LUIS,SIN DATO,"0","1",Ruta,O,,
3.14,"1344","2",RP,RP 2,SAN LUIS,SIN DATO,"0","1",Ruta,O,,
2.34,"1343","2",RP,RP 2,SAN LUIS,SIN DATO,"0","1",Ruta,O,,
5.74,"1141","2",RP,RP 2,SAN LUIS,SIN DATO,"0","1",Ruta,O,,
1.01,"1342","2",RP,RP 2,SAN LUIS,SIN DATO,"0","1",Ruta,O,,
12.21,"1142","2",RP,RP 2,SAN LUIS,SIN DATO,"0","1",Ruta,O,,
4.48,"1341","2",RP,RP 2,SAN LUIS,SIN DATO,"0","1",Ruta,O,,
69.07,"141","148",RN,RN 148,SAN LUIS,Pavimento,"1",,AutovIa,L,"112","80"
90.76,"142","148",RN,RN 148,SAN LUIS,Pavimento,"1",,AutovIa,L,"112","80"
94.71,"3","1",RP,RP 1,SAN LUIS,Pavimento,"1","1",Ruta,O,"99","70"
19.05,"245","20",RN,RN 20,SAN LUIS,Pavimento,"0","1",Ruta,L,"109","79"
3.61,"1145","2",RP,RP 2,SAN LUIS,Pavimento,"0","1",Ruta,M,"70","48"
0.95,"1339","2",RP,RP 2,SAN LUIS,Pavimento,"0","1",Ruta,M,"70","48"
21.43,"1143","2",RP,RP 2,SAN LUIS,Pavimento,"0","1",Ruta,M,"70","48"
9.86,"1146","2",RP,RP 2,SAN LUIS,Pavimento,"0","1",Ruta,O,"99","70"
2.10,"1340","2",RP,RP 2,SAN LUIS,Pavimento,"0","1",Ruta,M,"70","48"
11.62,"1702","20",RN,RN 20,SAN LUIS,Pavimento,"0","1",Ruta,L,"109","79"
2.87,"1144","2",RP,RP 2,SAN LUIS,Pavimento,"0","1",Ruta,M,"70","48"
34.81,"246","20",RN,RN 20,SAN LUIS,Pavimento,"0","1",Ruta,L,"109","79"
125.00,"976","79",RN,RN 79,LA RIOJA,Pavimento,"0","1",Ruta,L,"109","79"
44.00,"301","23",RP,RP 23,SAN LUIS,Pavimento,"0","1",Ruta,L,"109","79"
0.11,"1227","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.43,"1226","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.09,"1228","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.60,"1248","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.15,"1247","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.18,"1249","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.25,"1245","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.20,"1290","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.85,"1291","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
8.75,"1288","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.14,"1289","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.59,"1287","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
3.30,"1286","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
3.10,"1285","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.53,"1284","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.76,"1282","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.80,"1283","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.21,"1276","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.47,"1277","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.09,"1278","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.53,"1280","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.62,"1279","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.06,"1281","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.26,"1275","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.04,"1219","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.01,"1218","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.36,"1220","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.93,"1221","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
2.72,"1222","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.41,"1223","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
121.82,"137","147",RN,RN 147,SAN LUIS,Pavimento,"0","1",Ruta,L,"109","79"
7.12,"135","146",RN,RN 146,SAN LUIS,Pavimento,"0",,Ruta,L,"109","79"
42.85,"302","23",RP,RP 23,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
108.09,"420","34",RN,RN 34,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
16.87,"778","95",RN,RN 95,SANTA FE,Pavimento,"0",,Ruta,L,"109","79"
35.13,"417","34",RN,RN 34,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
36.90,"418","34",RN,RN 34,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
39.37,"1805",280S,RP,RP 280S,SANTA FE,Pavimento,"0",,Ruta,L,"109","79"
81.64,"416","34",RN,RN 34,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
19.69,"493","4",RP,RP 4,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
26.16,"15","10",RP,RP 10,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
40.05,"492","4",RP,RP 4,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
12.94,"483","39",RP,RP 39,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
44.58,"419","34",RN,RN 34,SANTA FE,Pavimento,"1","1",Ruta,L,"109","79"
99.86,"240","2",RP,RP 2,SANTA FE,SIN DATO,"0","1",Ruta,L,,
17.47,"180","17",RP,RP 17,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
56.15,"779","95",RN,RN 95,SANTA FE,Tierra,"0",,Ruta,L,"59","43"
15.08,"1802","18",RP,RP 18,SANTA FE,Pavimento,"0",,Ruta,L,"109","79"
42.77,"768","90",RP,RP 90,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
41.99,"191","18",RP,RP 18,SANTA FE,Pavimento,"1","1",Ruta,L,"109","79"
12.24,"122","14",RP,RP 14,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
8.47,"812",A01,RN,RN A01,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
9.31,"193","18",RP,RP 18,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
6.72,"814",A01,RN,RN A01,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
9.16,"732","9",RN,RN 9,SANTA FE,Pavimento,"0","1",Autopista,L,"138","80"
18.89,"734","9",RN,RN 9,SANTA FE,Pavimento,"0","1",Autopista,L,"138","80"
31.92,"731","9",RN,RN 9,SANTA FE,Pavimento,"1","1",Autopista,L,"138","80"
10.90,"438","345",RP,RP 345,SANTA FE,SIN DATO,"0",,Ruta,L,,
2.55,"404","33",RN,RN 33,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
9.35,"221",1V0,RN,RN 1V0,SANTA FE,Pavimento,"0","1",Autopista,L,"138","80"
9.10,"725","9",RN,RN 9,SANTA FE,Pavimento,"0","1",Avenida,L,"60","45"
3.92,"408","33",RN,RN 33,SANTA FE,Pavimento,"0","1",Avenida,L,"60","45"
0.02,"403","33",RN,RN 33,SANTA FE,Pavimento,"0",,Avenida,L,"60","45"
5.66,"803",A00,RN,RN A00,SANTA FE,Pavimento,"0",,Autopista,L,"138","80"
106.65,"694","85",RP,RP 85,BUENOS AIRES,Pavimento,"0",,Ruta,L,"109","79"
93.76,"350","3",RN,RN 3,BUENOS AIRES,Pavimento,"1","1",Ruta,L,"109","79"
6.88,"351","3",RN,RN 3,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
90.86,"352","3",RN,RN 3,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
139.19,"296","228",RN,RN 228,BUENOS AIRES,Pavimento,"0",,Ruta,L,"109","79"
132.30,"703","86",RP,RP 86,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
4.25,"700","86",RP,RP 86,BUENOS AIRES,Pavimento,"0","1",Avenida,L,"60","45"
3.32,"701","86",RP,RP 86,BUENOS AIRES,Pavimento,"0","1",Avenida,L,"60","45"
113.38,"294","227",RP,RP 227,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.02,"627","67",RP,RP 67,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
47.19,"392","33",RN,RN 33,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
33.76,"606","60",RP,RP 60,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
15.78,"394","33",RN,RN 33,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
21.57,"395","33",RN,RN 33,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
43.67,"628","67",RP,RP 67,BUENOS AIRES,SIN DATO,"0","1",Ruta,L,,
47.39,"695","85",RP,RP 85,BUENOS AIRES,Pavimento,"0",,Ruta,L,"109","79"
15.10,"607","60",RP,RP 60,BUENOS AIRES,SIN DATO,"0","1",Ruta,L,,
16.73,"696","85",RP,RP 85,BUENOS AIRES,Pavimento,"0",,Ruta,L,"109","79"
0.95,"396","33",RN,RN 33,BUENOS AIRES,Pavimento,"0",,Ruta,L,"109","79"
86.61,"618","65",RP,RP 65,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
99.86,"697","85",RP,RP 85,BUENOS AIRES,SIN DATO,"0",,Ruta,L,,
100.83,"397","33",RN,RN 33,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
71.81,"882","33",RN,RN 33,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
80.73,"537","5",RN,RN 5,BUENOS AIRES,Pavimento,"1","1",Ruta,L,"109","79"
4.95,"865","226",RN,RN 226,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
121.32,"706","86",RP,RP 86,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
86.31,"569","51",RP,RP 51,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
5.36,"620","65",RP,RP 65,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
76.60,"699","86",RP,RP 86,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
61.95,"619","65",RP,RP 65,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
51.83,"538","5",RN,RN 5,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
75.38,"288","226",RN,RN 226,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
3.69,"236","2",RP,RP 2,BUENOS AIRES,Pavimento,"0","2",AutovIa,L,"112","80"
20.93,"229","2",RP,RP 2,BUENOS AIRES,Pavimento,"0","2",Autopista,L,"138","80"
20.99,"95","13",RP,RP 13,BUENOS AIRES,Pavimento,"0","2",Avenida,L,"60","45"
1.85,"1312","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Avenida,L,"60","45"
1.01,"1315","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.61,"1314","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
7.95,"797",A00,RN,RN A00,BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
22.47,"871","1",RN,RN 1,BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
0.82,"1313","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.27,"1311","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.86,"1310","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
6.35,"1309","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
3.81,"1308","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.09,"1301","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.30,"1300","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.51,"1302","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.45,"1298","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.17,"1299","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.12,"1297","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.11,"1296","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.58,"1295","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.34,"1294","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.13,"1293","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.01,"1292","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.69,"1307","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.61,"1306","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
4.76,"1304","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.31,"1305","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
2.12,"1303","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
7.33,"1126","24",RP,RP 24,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.11,"1700","9",RN,RN 9,BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
22.35,"828",BUE,RN,RN BUE,BUENOS AIRES,Pavimento,"1",,Autopista,L,"138","80"
42.34,"359","3",RN,RN 3,BUENOS AIRES,Pavimento,"0",,Avenida,L,"60","45"
8.55,"645","7",RN,RN 7,BUENOS AIRES,Pavimento,"1",,Autopista,L,"138","80"
9.83,"487","4",RP,RP 4,BUENOS AIRES,Pavimento,"0","2",Ruta,L,"109","79"
7.04,"795",A00,RN,RN A00,BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
5.92,"488","4",RP,RP 4,BUENOS AIRES,Pavimento,"0","2",Ruta,L,"109","79"
9.29,"631","7",RN,RN 7,BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
0.45,"790",A00,RN,RN A00,CIUDAD DE BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
4.63,"796",A00,RN,RN A00,BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
0.02,"794",A00,RN,RN A00,CIUDAD DE BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
2.99,"792",A00,RN,RN A00,CIUDAD DE BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
7.09,"789",A00,RN,RN A00,CIUDAD DE BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
2.73,"835",PER,RN,RN PER,CIUDAD DE BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
1.40,"838",SD,VE,VE SD,CIUDAD DE BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
4.54,"824",AU,RN,RN AU,CIUDAD DE BUENOS AIRES,Pavimento,"1",,Autopista,L,"138","80"
1.16,"360","3",RN,RN 3,CIUDAD DE BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
2.53,"825",AU,RN,RN AU,CIUDAD DE BUENOS AIRES,Pavimento,"1",,Autopista,L,"138","80"
22.63,"266","210",RP,RP 210,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
19.35,"265","210",RP,RP 210,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
22.41,"582","6",RP,RP 6,BUENOS AIRES,Pavimento,"0","2",AutovIa,L,"112","80"
5.99,"837",SD,VE,VE SD,BUENOS AIRES,Pavimento,"0",,Avenida,L,"60","45"
16.62,"868","4",RP,RP 4,BUENOS AIRES,Pavimento,"0","2",Ruta,L,"109","79"
6.73,"793",A00,RP,RP A00,CIUDAD DE BUENOS AIRES,Pavimento,"0",,Avenida,L,"60","45"
11.02,"839",SD,VE,VE SD,CIUDAD DE BUENOS AIRES,Pavimento,"0",,Avenida,L,"60","45"
8.74,"826",BS,RN,RN BS,CIUDAD DE BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
14.82,"263","205",RN,RN 205,BUENOS AIRES,Pavimento,"0",,Avenida,L,"60","45"
4.03,"461","1",RN,AU 1,CIUDAD DE BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
0.99,"827",BS,RN,RN BS,CIUDAD DE BUENOS AIRES,Pavimento,"0",,Ruta,L,"109","79"
1.52,"840",SD,VE,VE SD,CIUDAD DE BUENOS AIRES,Pavimento,"0",,Avenida,L,"60","45"
27.90,"1","1",RN,RN 1,BUENOS AIRES,Pavimento,"1",,Autopista,L,"138","80"
60.10,"235","2",RP,RP 2,BUENOS AIRES,Pavimento,"1","2",AutovIa,L,"112","80"
17.55,"270","215",RP,RP 215,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
2.27,"269","215",RP,RP 215,BUENOS AIRES,Pavimento,"0","2",Avenida,L,"60","45"
60.82,"237","2",RP,RP 2,BUENOS AIRES,Pavimento,"0","2",AutovIa,L,"112","80"
122.09,"40","11",RP,RP 11,BUENOS AIRES,Pavimento,"1","1",AutovIa,L,"112","80"
66.02,"660","74",RP,RP 74,BUENOS AIRES,Pavimento,"1","1",Ruta,L,"109","79"
62.89,"580","56",RP,RP 56,BUENOS AIRES,Pavimento,"0","1",AutovIa en construccion,L,"112","80"
25.74,"661","74",RP,RP 74,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
143.80,"41","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",AutovIa,L,"112","80"
29.82,"611","63",RP,RP 63,BUENOS AIRES,Pavimento,"0","1",AutovIa,L,"112","80"
24.09,"38","11",RP,RP 11,BUENOS AIRES,Pavimento,"1","1",AutovIa en construccion,L,"112","80"
10.46,"1112","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.51,"1192","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
8.76,"1113","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
9.29,"1114","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
7.32,"1115","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
2.72,"1193","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
5.53,"1194","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
9.18,"1116","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
3.58,"1195","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.05,"1196","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
3.79,"1197","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.54,"1199","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.16,"1200","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.47,"1198","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.50,"1201","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
3.21,"1202","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
3.41,"1203","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.91,"1204","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
46.71,"518","41",RP,RP 41,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
59.29,"268","215",RP,RP 215,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
75.30,"332","29",RP,RP 29,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.98,"271","215",RP,RP 215,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
36.06,"259","205",RN,RN 205,BUENOS AIRES,Pavimento,"1",,Autopista,L,"138","80"
40.34,"583","6",RP,RP 6,BUENOS AIRES,Pavimento,"0","2",AutovIa,L,"112","80"
7.34,"289","226",RN,RN 226,BUENOS AIRES,Pavimento,"0","1",AutovIa,L,"112","80"
13.25,"353","3",RN,RN 3,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
115.84,"282","226",RN,RN 226,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
128.34,"257","205",RN,RN 205,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
144.40,"575","51",RP,RP 51,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
62.87,"655","74",RP,RP 74,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
80.19,"285","226",RN,RN 226,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
71.80,"608","60",RP,RP 60,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
22.00,"364","30",RP,RP 30,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
2.05,"286","226",RN,RN 226,BUENOS AIRES,Pavimento,"0",,Ruta,L,"109","79"
16.55,"656","74",RP,RP 74,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
17.06,"284","226",RN,RN 226,BUENOS AIRES,Pavimento,"0","1",Avenida,L,"60","45"
34.77,"283","226",RN,RN 226,BUENOS AIRES,Pavimento,"1","1",Ruta,L,"109","79"
50.05,"657","74",RP,RP 74,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
56.39,"367","30",RP,RP 30,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
7.10,"366","30",RP,RP 30,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
49.87,"564","50",RP,RP 50,BUENOS AIRES,Pavimento,"0",,Ruta,L,"109","79"
101.32,"355","3",RN,RN 3,BUENOS AIRES,Pavimento,"1","1",Ruta,L,"109","79"
54.91,"612","63",RP,RP 63,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
92.02,"369","30",RP,RP 30,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
87.87,"368","30",RP,RP 30,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
19.12,"609","61",RP,RP 61,BUENOS AIRES,Pavimento,"0",,Ruta,L,"109","79"
5.90,"365","30",RP,RP 30,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
81.90,"358","3",RN,RN 3,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
59.17,"540","5",RN,RN 5,BUENOS AIRES,Pavimento,"1","1",Ruta,L,"109","79"
63.55,"526","46",RP,RP 46,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
6.69,"528","46",RP,RP 46,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.01,"527","46",RP,RP 46,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
52.05,"524","42",RP,RP 42,BUENOS AIRES,SIN DATO,"0","1",Ruta,L,,
5.46,"849","7",RN,RN 7,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
5.12,"373","30",RP,RP 30,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
50.86,"529","46",RP,RP 46,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
22.21,"1696","5",RN,RN 5,LA PAMPA,Pavimento,"0","1",Ruta,L,"109","79"
10.18,"1110","1",RP,RP 1,LA PAMPA,SIN DATO,"0","1",Ruta,L,,
5.52,"1179","1",RP,RP 1,LA PAMPA,SIN DATO,"0","1",Ruta,L,,
5.64,"1109","333",RP,RP 333,LA PAMPA,SIN DATO,"0","1",Ruta,L,,
84.64,"650","7",RP,RP 7,LA PAMPA,Pavimento,"0","1",Ruta,L,"109","79"
17.84,"23","102",RP,RP 102,LA PAMPA,Pavimento,"0",,Ruta,L,"109","79"
3.25,"1188","1",RP,RP 1,LA PAMPA,Pavimento,"0","1",Ruta,L,"109","79"
0.83,"1189","1",RP,RP 1,LA PAMPA,Pavimento,"0","1",Ruta,L,"109","79"
3.98,"22","101",RP,RP 101,LA PAMPA,Pavimento,"0","1",Avenida,L,"60","45"
1.08,"21","101",RP,RP 101,LA PAMPA,Pavimento,"0","1",Avenida,L,"60","45"
1.48,"486","4",RP,RP 4,LA PAMPA,Pavimento,"0","1",Avenida,L,"60","45"
1.52,"24","102",RP,RP 102,LA PAMPA,SIN DATO,"0",,Avenida,L,,
0.67,"1190","1",RP,RP 1,LA PAMPA,Pavimento,"0","1",Ruta,L,"109","79"
0.28,"1191","1",RP,RP 1,LA PAMPA,Pavimento,"0","1",Ruta,L,"109","79"
5.76,"1105","1",RP,RP 1,LA PAMPA,Pavimento,"0","1",Ruta,L,"109","79"
5.42,"1104","1",RP,RP 1,LA PAMPA,Pavimento,"0","1",Ruta,L,"109","79"
2.04,"1185","1",RP,RP 1,LA PAMPA,Pavimento,"0","1",Ruta,L,"109","79"
7.69,"1107","1",RP,RP 1,LA PAMPA,Pavimento,"0","1",Ruta,L,"109","79"
10.17,"1186","1",RP,RP 1,LA PAMPA,Pavimento,"0","1",Ruta,L,"109","79"
7.45,"1108","1",RP,RP 1,LA PAMPA,Pavimento,"0","1",Ruta,L,"109","79"
0.88,"1183","1",RP,RP 1,LA PAMPA,Pavimento,"0","1",Ruta,L,"109","79"
3.20,"1182","1",RP,RP 1,LA PAMPA,Pavimento,"0","1",Ruta,L,"109","79"
