LENGTH,DATA,RUTA,JURISDIC,ETIQUETA_R,PROVINCIA,MATERIAL,PEAJE,CARRILES,JERARQUIA,TOPOGRAFIA,VEL_LIV,VEL_PES
56.40,"1716","34",RN,RN 34,SALTA,Pavimento,"0","1",Ruta,L,"109","79"
60.04,"562","5",RP,RP 5,SALTA,Pavimento,"0","1",Ruta,L,"109","79"
0.45,"1041","34",RN,RN 34,SALTA,Pavimento,"0",,Ruta,L,"109","79"
45.63,"434","34",RN,RN 34,SALTA,Pavimento,"0","1",Ruta,L,"109","79"
72.12,"965","50",RN,RN 50,SALTA,Pavimento,"0","1",Ruta,L,"109","79"
62.06,"436","34",RN,RN 34,SALTA,Pavimento,"0","1",Ruta,L,"109","79"
50.77,"933","34",RN,RN 34,SALTA,Pavimento,"0","1",Ruta,L,"109","79"
394.81,"692","81",RN,RN 81,FORMOSA,Pavimento,"0","1",Ruta,L,"109","79"
77.36,"1725","86",RN,RN 86,FORMOSA,SIN DATO,"0",,Ruta,L,,
42.07,"1749","86",RN,RN 86,FORMOSA,Tierra,"0",,Ruta,L,"59","43"
242.72,"932","86",RN,RN 86,FORMOSA,Pavimento,"0",,Ruta,L,"109","79"
106.24,"690","81",RN,RN 81,FORMOSA,Pavimento,"0","1",Ruta,L,"109","79"
63.10,"784","95",RN,RN 95,FORMOSA,Pavimento,"0","1",Ruta,L,"109","79"
55.64,"104","14",RN,RN 14,ENTRE RIOS,Pavimento,"0","2",AutovIa,L,"112","80"
44.79,"960","136",RN,RN 136,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
8.88,"102","14",RN,RN 14,ENTRE RIOS,Pavimento,"0","1",AutovIa,L,"112","80"
8.06,"105","14",RN,RN 14,ENTRE RIOS,Pavimento,"0","1",AutovIa,L,"112","80"
51.80,"103","14",RN,RN 14,ENTRE RIOS,Pavimento,"1","2",AutovIa,L,"112","80"
82.09,"99","130",RN,RN 130,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
26.29,"107","14",RN,RN 14,ENTRE RIOS,Pavimento,"0","2",AutovIa,L,"112","80"
11.97,"1048","14",RN,RN 14,ENTRE RIOS,Pavimento,"0","2",AutovIa,L,"112","80"
90.84,"187","18",RN,RN 18,ENTRE RIOS,Pavimento,"1","1",AutovIa en construccion,L,"112","80"
76.89,"106","14",RN,RN 14,ENTRE RIOS,Pavimento,"0","1",AutovIa,L,"112","80"
14.75,"961","135",RN,RN 135,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
101.08,"280","22",RP,RP 22,ENTRE RIOS,SIN DATO,"0",,Ruta,L,,
1.36,"1456","5",RP,RP 5,JUJUY,Pavimento,"0","1",Ruta,O,"99","70"
1.15,"1455","5",RP,RP 5,JUJUY,Pavimento,"0","1",Ruta,O,"99","70"
13.83,"1457","5",RP,RP 5,JUJUY,Pavimento,"0","1",Ruta,O,"99","70"
16.33,"1807","5",RP,RP 5,JUJUY,Pavimento,"0",,Ruta,O,"99","70"
17.67,"1458","7",RP,RP 7,SALTA,SIN DATO,"0",,Ruta,M,,
31.67,"1459","7",RP,RP 7,SALTA,SIN DATO,"0",,Ruta,M,,
51.84,"753","9",RN,RN 9,SALTA,Pavimento,"0","1",AutovIa,L,"112","80"
97.85,"561","5",RP,RP 5,SALTA,Pavimento,"0","1",Ruta,L,"109","79"
14.10,"429","34",RN,RN 34,JUJUY,Pavimento,"0","1",Ruta,L,"109","79"
14.37,"432","34",RN,RN 34,JUJUY,Pavimento,"0","1",Ruta,L,"109","79"
40.91,"376","30",RP,RP 30,SALTA,Pavimento,"0","1",Ruta,L,"109","79"
112.50,"1717","5",RP,RP 5,SALTA,Pavimento,"0","1",Ruta,L,"109","79"
57.27,"433","34",RN,RN 34,JUJUY,Pavimento,"0","1",Ruta,L,"109","79"
0.38,"1745","34",RN,RN 34,JUJUY,Pavimento,"0",,Ruta,L,"109","79"
42.59,"1724","83",RP,RP 83,JUJUY,SIN DATO,"0",,Ruta,M,,
26.22,"435","34",RN,RN 34,JUJUY,Pavimento,"0","1",Ruta,L,"109","79"
1.00,"1481","1",RP,RP 1,JUJUY,Pavimento,"0","2",Ruta,L,"109","79"
3.26,"1484","1",RP,RP 1,JUJUY,Pavimento,"0","2",Ruta,L,"109","79"
1.17,"1483","1",RP,RP 1,JUJUY,Pavimento,"0","2",Ruta,L,"109","79"
1.68,"1482","1",RP,RP 1,JUJUY,Pavimento,"0","2",Ruta,L,"109","79"
2.27,"1477","6",RP,RP 6,JUJUY,Pavimento,"0","1",Ruta,L,"109","79"
4.44,"1476","6",RP,RP 6,JUJUY,Pavimento,"0","1",Ruta,L,"109","79"
1.00,"1471","6",RP,RP 6,JUJUY,Pavimento,"0","1",Ruta,L,"109","79"
0.72,"1475","6",RP,RP 6,JUJUY,Pavimento,"0","1",Ruta,L,"109","79"
1.52,"1474","6",RP,RP 6,JUJUY,Pavimento,"0","1",Ruta,L,"109","79"
3.05,"1473","6",RP,RP 6,JUJUY,Pavimento,"0","1",Ruta,L,"109","79"
0.96,"1472","6",RP,RP 6,JUJUY,Pavimento,"0","1",Ruta,L,"109","79"
1.96,"1470","80",RP,RP 80,JUJUY,Ripio,"0","2",Ruta,L,"66","48"
5.71,"1469","80",RP,RP 80,JUJUY,Ripio,"0","2",Ruta,L,"66","48"
3.89,"1479","1",RP,RP 1,JUJUY,Pavimento,"0","2",Ruta,L,"109","79"
14.13,"1480","1",RP,RP 1,JUJUY,Pavimento,"0","2",Ruta,L,"109","79"
5.10,"1478","6",RP,RP 6,JUJUY,Pavimento,"0","1",Ruta,L,"109","79"
2.97,"1431","6",RP,RP 6,CHACO,SIN DATO,"0",,Ruta,L,,
1.98,"1434","6",RP,RP 6,CHACO,SIN DATO,"0",,Ruta,L,,
0.62,"1435","6",RP,RP 6,CHACO,SIN DATO,"0",,Ruta,L,,
1.36,"1436","6",RP,RP 6,CHACO,SIN DATO,"0",,Ruta,L,,
0.98,"1438","6",RP,RP 6,CHACO,SIN DATO,"0",,Ruta,L,,
2.00,"1437","6",RP,RP 6,CHACO,SIN DATO,"0",,Ruta,L,,
1.02,"1439","6",RP,RP 6,CHACO,SIN DATO,"0",,Ruta,L,,
1.55,"1440","6",RP,RP 6,CHACO,SIN DATO,"0",,Ruta,L,,
0.34,"1742","10",RP,RP 10,CHACO,SIN DATO,"0",,Ruta,L,,
0.59,"1741","10",RP,RP 10,CHACO,SIN DATO,"0",,Ruta,L,,
2.45,"1739","10",RP,RP 10,CHACO,SIN DATO,"0",,Ruta,L,,
1.31,"1740","10",RP,RP 10,CHACO,SIN DATO,"0",,Ruta,L,,
4.18,"1738","10",RP,RP 10,CHACO,SIN DATO,"0",,Ruta,L,,
2.04,"1733","10",RP,RP 10,CHACO,SIN DATO,"0",,Ruta,L,,
0.98,"1734","10",RP,RP 10,CHACO,SIN DATO,"0",,Ruta,L,,
3.63,"1732","10",RP,RP 10,CHACO,SIN DATO,"0",,Ruta,L,,
0.50,"1735","10",RP,RP 10,CHACO,SIN DATO,"0",,Ruta,L,,
6.13,"1731","10",RP,RP 10,CHACO,SIN DATO,"0",,Ruta,L,,
3.15,"1736","10",RP,RP 10,CHACO,SIN DATO,"0",,Ruta,L,,
1.84,"1737","10",RP,RP 10,CHACO,SIN DATO,"0",,Ruta,L,,
1.72,"320","27",RP,RP 27,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
38.43,"66","12",RN,RN 12,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
50.59,"322","27",RP,RP 27,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
37.56,"68","12",RN,RN 12,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
30.63,"85","123",RN,RN 123,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
75.02,"321","27",RP,RP 27,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
221.47,"34","11",RN,RN 11,SANTA FE,Pavimento,"1","1",Ruta,L,"109","79"
89.33,"69","12",RN,RN 12,CORRIENTES,Pavimento,"1","1",Ruta,L,"109","79"
57.28,"167","16",RN,RN 16,CHACO,Pavimento,"1","1",AutovIa,L,"112","80"
24.27,"166","16",RN,RN 16,CHACO,Pavimento,"1","1",AutovIa,L,"112","80"
35.17,"866","16",RN,RN 16,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
58.02,"1719","95",RN,RN 95,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
6.35,"47","11",RP,RP 11,ENTRE RIOS,Pavimento,"0","1",Avenida,L,"60","45"
4.36,"46","11",RP,RP 11,ENTRE RIOS,Pavimento,"0","1",Avenida,L,"60","45"
6.88,"61","12",RN,RN 12,ENTRE RIOS,Pavimento,"0",,Ruta,L,"109","79"
37.27,"58","12",RN,RN 12,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
6.36,"1353","1",RP,RP 1,SANTA FE,Pavimento,"0","1",Avenida,L,"60","45"
16.36,"101","131",RP,RP 131,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
64.50,"59","12",RN,RN 12,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
45.52,"185","18",RN,RN 18,ENTRE RIOS,Pavimento,"0","1",AutovIa en construccion,L,"112","80"
23.22,"385","32",RP,RP 32,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
49.45,"887","12",RN,RN 12,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
31.97,"386","32",RP,RP 32,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
7.50,"89","127",RN,RN 127,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
6.61,"888","12",RN,RN 12,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
96.02,"45","11",RP,RP 11,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
88.73,"57","12",RN,RN 12,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
64.60,"56","12",RN,RN 12,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
66.38,"172","16",RP,RP 16,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
46.32,"856","12",RN,RN 12,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
0.05,"480","39",RP,RP 39,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
0.08,"588","6",RP,RP 6,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
0.08,"60","12",RN,RN 12,ENTRE RIOS,Pavimento,"0",,Ruta,L,"109","79"
76.03,"184","18",RN,RN 18,ENTRE RIOS,Pavimento,"0","1",AutovIa en construccion,L,"112","80"
16.67,"481","39",RP,RP 39,ENTRE RIOS,SIN DATO,"0","1",Ruta,L,,
63.07,"587","6",RP,RP 6,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
136.69,"255","20",RP,RP 20,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
85.42,"482","39",RP,RP 39,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
14.14,"186","18",RN,RN 18,ENTRE RIOS,Pavimento,"0","1",AutovIa en construccion,L,"112","80"
9.19,"256","20",RP,RP 20,ENTRE RIOS,Pavimento,"0","1",Avenida,L,"60","45"
59.05,"590","6",RP,RP 6,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
62.96,"30","11",RN,RN 11,SANTA FE,Pavimento,"1","1",Ruta,L,"109","79"
18.64,"610","62",RP,RP 62,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
41.70,"1354","1",RP,RP 1,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
37.50,"31","11",RN,RN 11,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
6.28,"1355","1",RP,RP 1,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
3.21,"1356","1",RP,RP 1,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
6.11,"1357","1",RP,RP 1,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
87.49,"62","12",RN,RN 12,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
150.28,"32","11",RN,RN 11,SANTA FE,Pavimento,"1","1",Ruta,L,"109","79"
68.36,"90","127",RN,RN 127,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
59.98,"589","6",RP,RP 6,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
13.22,"63","12",RN,RN 12,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
59.86,"92","127",RN,RN 127,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
88.31,"6","1",RP,RP 1,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
86.49,"64","12",RN,RN 12,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
107.00,"65","12",RN,RN 12,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
3.22,"1358","28",RP,RP 28,ENTRE RIOS,SIN DATO,"0",,Ruta,L,,
0.76,"1359","28",RP,RP 28,ENTRE RIOS,SIN DATO,"0",,Ruta,L,,
1.00,"1360","28",RP,RP 28,ENTRE RIOS,SIN DATO,"0",,Ruta,L,,
1.06,"1362","28",RP,RP 28,ENTRE RIOS,SIN DATO,"0",,Ruta,L,,
1.20,"1363","28",RP,RP 28,ENTRE RIOS,SIN DATO,"0",,Ruta,L,,
1.26,"1361","28",RP,RP 28,ENTRE RIOS,SIN DATO,"0",,Ruta,L,,
4.79,"1365","23",RP,RP 23,CORRIENTES,SIN DATO,"0",,Ruta,L,,
1.49,"1366","23",RP,RP 23,CORRIENTES,SIN DATO,"0",,Ruta,L,,
10.83,"1364","28",RP,RP 28,ENTRE RIOS,SIN DATO,"0",,Ruta,L,,
3.82,"1367","23",RP,RP 23,CORRIENTES,SIN DATO,"0",,Ruta,L,,
2.73,"1368","126",RP,RP 126,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
2.60,"1370","126",RP,RP 126,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
4.85,"1631","13",RP,RP 13,SANTIAGO DEL ESTERO,SIN DATO,"0",,Ruta,L,,
6.01,"1630","13",RP,RP 13,SANTIAGO DEL ESTERO,SIN DATO,"0",,Ruta,L,,
3.24,"1629","13",RP,RP 13,SANTIAGO DEL ESTERO,SIN DATO,"0",,Ruta,L,,
5.85,"1628","13",RP,RP 13,SANTIAGO DEL ESTERO,SIN DATO,"0",,Ruta,L,,
1.53,"1627","13",RP,RP 13,SANTIAGO DEL ESTERO,SIN DATO,"0",,Ruta,L,,
3.46,"1626","13",RP,RP 13,SANTIAGO DEL ESTERO,SIN DATO,"0",,Ruta,L,,
2.94,"1625","13",RP,RP 13,SANTIAGO DEL ESTERO,SIN DATO,"0",,Ruta,L,,
70.74,"1042","34",RN,RN 34,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
45.93,"1756","98",RN,RN 98,SANTIAGO DEL ESTERO,Tierra,"0",,Ruta,L,"59","43"
19.18,"842",SD,VE,VE SD,SANTIAGO DEL ESTERO,Pavimento,"0",,Ruta,L,"109","79"
0.61,"854","21",RP,RP 21,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
73.91,"264","21",RP,RP 21,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
13.33,"971","98",RN,RN 98,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
1.07,"1043","98",RN,RN 98,SANTIAGO DEL ESTERO,Pavimento,"0",,Ruta,L,"109","79"
64.06,"787","98",RN,RN 98,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
98.83,"776","94",RN,RN 94,SANTIAGO DEL ESTERO,Pavimento,"0",,Ruta,L,"109","79"
1.10,"714","89",RN,RN 89,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
0.87,"713","89",RN,RN 89,SANTIAGO DEL ESTERO,Pavimento,"0",,Ruta,L,"109","79"
42.39,"593","6",RP,RP 6,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
9.30,"1757","95",RN,RN 95,SANTA FE,Pavimento,"0",,Ruta,L,"109","79"
184.31,"780","95",RN,RN 95,SANTA FE,Pavimento,"0","1",Ruta,L,"109","79"
155.44,"786","98",RN,RN 98,SANTA FE,Pavimento,"0",,Ruta,L,"109","79"
116.58,"715","89",RN,RN 89,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
71.27,"556","5",RP,RP 5,CHACO,SIN DATO,"0","1",Ruta,L,,
52.89,"781","95",RN,RN 95,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
58.23,"770","92",RN,RN 92,SANTIAGO DEL ESTERO,Pavimento,"0",,Ruta,L,"109","79"
143.80,"772","92",RN,RN 92,SANTIAGO DEL ESTERO,Pavimento,"0",,Ruta,L,"109","79"
0.01,"771","92",RN,RN 92,SANTIAGO DEL ESTERO,Pavimento,"0",,Ruta,L,"109","79"
230.80,"168","16",RN,RN 16,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
91.59,"711","89",RN,RN 89,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
66.37,"33","11",RN,RN 11,SANTA FE,Pavimento,"1","1",Ruta,L,"109","79"
33.37,"782","95",RN,RN 95,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
2.85,"1426","6",RP,RP 6,CHACO,SIN DATO,"0",,Ruta,L,,
1.96,"1427","6",RP,RP 6,CHACO,SIN DATO,"0",,Ruta,L,,
2.04,"1428","6",RP,RP 6,CHACO,SIN DATO,"0",,Ruta,L,,
2.00,"1429","6",RP,RP 6,CHACO,SIN DATO,"0",,Ruta,L,,
2.00,"1430","6",RP,RP 6,CHACO,SIN DATO,"0",,Ruta,L,,
0.60,"1432","6",RP,RP 6,CHACO,SIN DATO,"0",,Ruta,L,,
0.43,"1433","6",RP,RP 6,CHACO,SIN DATO,"0",,Ruta,L,,
6.03,"798",A00,RN,RN A00,CORDOBA,Pavimento,"0","1",Avenida,L,"60","45"
2.95,"375","30",RP,RP 30,CORDOBA,Pavimento,"0","1",Avenida,L,"60","45"
5.40,"799",A00,RN,RN A00,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
12.80,"890","8",RN,RN 8,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
2.19,"870","36",RN,RN 36,CORDOBA,Pavimento,"0",,Ruta,L,"109","79"
8.35,"453","36",RN,RN 36,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
72.87,"454","36",RN,RN 36,CORDOBA,Pavimento,"1","1",AutovIa,L,"112","80"
9.14,"300","23",RP,RP 23,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
49.00,"123","14",RP,RP 14,CORDOBA,Pavimento,"0","2",Ruta,M,"70","48"
33.62,"252","20",RN,RN 20,CORDOBA,Pavimento,"0",,Ruta,M,"70","48"
19.85,"630","68",RP,RP 68,CORDOBA,SIN DATO,"0",,Ruta,L,,
8.75,"860","36",RN,RN 36,CORDOBA,Pavimento,"0","1",AutovIa,L,"112","80"
15.74,"832",E61,RP,RP E61,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
15.81,"545","5",RP,RP 5,CORDOBA,Pavimento,"0","2",Ruta,L,"109","79"
5.95,"547","5",RP,RP 5,CORDOBA,Pavimento,"0","2",Ruta,L,"109","79"
95.48,"455","36",RN,RN 36,CORDOBA,Pavimento,"1","1",AutovIa,L,"112","80"
79.95,"546","5",RP,RP 5,CORDOBA,Pavimento,"0","2",Ruta,L,"109","79"
9.07,"829",C 4,RP,RP C 4,CORDOBA,Pavimento,"0",,Ruta,L,"109","79"
25.95,"831",C 4,RP,RP C 4,CORDOBA,SIN DATO,"0",,Ruta,L,,
28.58,"548","5",RP,RP 5,CORDOBA,Pavimento,"1","2",AutovIa,L,"112","80"
24.02,"456","36",RN,RN 36,CORDOBA,Pavimento,"1","1",AutovIa,L,"112","80"
37.54,"830",C 4,RP,RP C 4,CORDOBA,Pavimento,"0",,Ruta,L,"109","79"
1.78,"821",A01,RN,RN A01,CORDOBA,Pavimento,"0",,Autopista,L,"138","80"
29.38,"735","9",RN,RN 9,CORDOBA,Pavimento,"1","1",Ruta,L,"109","79"
38.07,"850",1V0,RN,RN 1V0,CORDOBA,Pavimento,"1","1",Autopista,L,"138","80"
95.56,"687","8",RN,RN 8,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
128.00,"165","158",RN,RN 158,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
0.05,"490","4",RP,RP 4,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
110.36,"491","4",RP,RP 4,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
57.91,"739","9",RN,RN 9,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
3.95,"707","87",RP,RP 87,CORDOBA,Pavimento,"0",,Ruta,L,"109","79"
6.11,"736","9",RN,RN 9,CORDOBA,Pavimento,"0",,Ruta,L,"109","79"
3.94,"97","13",RP,RP 13,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
65.74,"737","9",RN,RN 9,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
65.00,"225",1V0,RN,RN 1V0,CORDOBA,Pavimento,"0","1",Autopista,L,"138","80"
53.29,"12","10",RP,RP 10,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
33.54,"98","13",RP,RP 13,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
34.14,"738","9",RN,RN 9,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
30.76,"226",1V0,RN,RN 1V0,CORDOBA,Pavimento,"1","1",Autopista,L,"138","80"
5.03,"164","158",RN,RN 158,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
15.04,"708","87",RP,RP 87,CORDOBA,Pavimento,"0",,Ruta,L,"109","79"
85.01,"96","15",RP,RP 15,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
108.69,"852","38",RN,RN 38,CORDOBA,Pavimento,"1","1",Ruta,O,"99","70"
24.61,"465","38",RN,RN 38,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
66.67,"173","16",RP,RP 16,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
11.33,"851","38",RN,RN 38,CORDOBA,Pavimento,"0","1",Avenida,O,"56","42"
17.54,"250","20",RN,RN 20,CORDOBA,Pavimento,"1","2",Autopista,L,"138","80"
5.72,"820",A01,RN,RN A01,CORDOBA,Pavimento,"0",,Ruta,L,"109","79"
2.76,"549","5",RP,RP 5,CORDOBA,Pavimento,"0","2",Avenida,L,"60","45"
6.66,"248","20",RN,RN 20,CORDOBA,Pavimento,"0",,Avenida,L,"60","45"
2.06,"459","36",RN,RN 36,CORDOBA,Pavimento,"0","1",Avenida,L,"60","45"
0.96,"458","36",RN,RN 36,CORDOBA,Pavimento,"0",,Avenida,L,"60","45"
2.28,"457","36",RN,RN 36,CORDOBA,Pavimento,"0",,Avenida,L,"60","45"
8.43,"818",A01,RN,RN A01,CORDOBA,Pavimento,"0","1",Autopista,L,"138","80"
0.64,"247","20",RN,RN 20,CORDOBA,Pavimento,"0",,Avenida,L,"60","45"
2.75,"744","9",RN,RN 9,CORDOBA,Pavimento,"0",,Avenida,L,"60","45"
4.62,"740","9",RN,RN 9,CORDOBA,Pavimento,"0",,Avenida,L,"60","45"
6.57,"741","9",RN,RN 9,CORDOBA,Pavimento,"0",,Avenida,L,"60","45"
4.87,"845",U 0,RP,RP U 0,CORDOBA,SIN DATO,"0",,Calle,L,,
2.93,"817",A01,RN,RN A01,CORDOBA,Pavimento,"0",,Autopista,L,"138","80"
1.06,"879",A01,RN,RN A01,CORDOBA,Pavimento,"0",,Autopista,L,"138","80"
3.37,"816",A01,RN,RN A01,CORDOBA,Pavimento,"0","1",Autopista,L,"138","80"
6.89,"819",A01,RN,RN A01,CORDOBA,Pavimento,"0","1",Autopista,L,"138","80"
18.66,"846",U 0,RP,RP U 0,CORDOBA,Pavimento,"0",,AutovIa,L,"112","80"
64.64,"742","9",RN,RN 9,CORDOBA,Pavimento,"1","1",AutovIa,L,"112","80"
1.94,"597","60",RN,RN 60,CORDOBA,Pavimento,"0",,Ruta,L,"109","79"
9.41,"861","9",RN,RN 9,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
49.41,"594","60",RN,RN 60,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
43.07,"880","9",RN,RN 9,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
59.88,"599","60",RN,RN 60,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
38.20,"1708","60",RN,RN 60,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
17.82,"1673","22",RP,RP 22,CORDOBA,SIN DATO,"0","1",Ruta,L,,
15.93,"598","60",RN,RN 60,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
48.08,"174","16",RP,RP 16,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
9.42,"1672","22",RP,RP 22,CORDOBA,SIN DATO,"0","1",Ruta,L,,
4.37,"1671","22",RP,RP 22,CORDOBA,SIN DATO,"0","1",Ruta,L,,
4.70,"1670","16",RP,RP 16,CORDOBA,SIN DATO,"0","1",Ruta,L,,
7.53,"1669","22",RP,RP 22,CORDOBA,SIN DATO,"0","1",Ruta,L,,
8.10,"1668","22",RP,RP 22,CORDOBA,SIN DATO,"0","1",Ruta,L,,
8.99,"1667","22",RP,RP 22,CORDOBA,SIN DATO,"0","1",Ruta,L,,
1.41,"1666","22",RP,RP 22,CORDOBA,SIN DATO,"0","1",Ruta,L,,
5.18,"1665","22",RP,RP 22,CORDOBA,SIN DATO,"0","1",Ruta,L,,
7.83,"1662","22",RP,RP 22,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
10.11,"1664","22",RP,RP 22,CORDOBA,SIN DATO,"0","1",Ruta,L,,
3.62,"1663","22",RP,RP 22,CORDOBA,SIN DATO,"0","1",Ruta,L,,
32.57,"210","19",RN,RN 19,CORDOBA,Pavimento,"1","1",Ruta,L,"109","79"
2.06,"209","19",RN,RN 19,CORDOBA,Pavimento,"0",,Ruta,L,"109","79"
27.05,"13","10",RP,RP 10,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
86.69,"178","17",RP,RP 17,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
76.76,"208","19",RN,RN 19,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
60.99,"14","10",RP,RP 10,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
54.67,"179","17",RP,RP 17,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
53.13,"743","9",RN,RN 9,CORDOBA,Pavimento,"0","1",Ruta,L,"109","79"
2.86,"1658","22",RP,RP 22,CORDOBA,SIN DATO,"0","1",Ruta,L,,
6.94,"1657","22",RP,RP 22,CORDOBA,SIN DATO,"0","1",Ruta,L,,
7.93,"1656","22",RP,RP 22,CORDOBA,SIN DATO,"0","1",Ruta,L,,
51.08,"512","40",RN,RN 40,CATAMARCA,Pavimento,"0","1",Ruta,M,"70","48"
132.38,"530","46",RP,RP 46,CATAMARCA,Pavimento,"0","1",Ruta,M,"70","48"
88.06,"531","47",RP,RP 47,CATAMARCA,SIN DATO,"0",,Ruta,M,,
60.66,"604","60",RN,RN 60,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
0.63,"859","60",RN,RN 60,CATAMARCA,Pavimento,"0",,Ruta,L,"109","79"
